PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,standardised_smiles
2455,144206008.0,6918178.0,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl,Active,52.0,,,active antagonist,active antagonist,15.184,-106.382,inactive,,0,active antagonist,15.184,-95.9992,inactive,,0,Bosche,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
2456,144206009.0,23695982.0,C1=CC=C2C(=C1)N=C3C(=CC(=O)C4=C3C(=O)C=C(N4)C(=O)[O-])O2.[Na+],Active,44.0,,,active antagonist,active antagonist,21.1317,-53.6047,inactive,,0,active antagonist,19.8634,-43.6899,inactive,,0,Bosche,O=C([O-])c1cc(=O)c2c3nc4ccccc4oc-3cc(=O)c2[nH]1.[Na+]
2469,144206022.0,5288783.0,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C,Active,44.0,,,active antagonist,active antagonist,25.9849,-63.4369,inactive,,0,inconclusive antagonist,29.8493,-67.7856,inactive,,0,Bosche,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
2478,144206031.0,2541.0,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,Active,54.0,,,active antagonist,active antagonist,9.21978,-100.29,active agonist,23.159,34.5317,active antagonist,10.3448,-104.866,inactive,,0,Bosche,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
2485,144206038.0,153751.0,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O.Cl,Active,54.0,,,active antagonist,active antagonist,3.14814,-69.97,inactive,,0,active antagonist,3.81406,-74.4928,active agonist,0.421632,29.2249,InterBioScreen,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC.Cl
2486,144206039.0,6918155.0,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,Active,55.0,,,active antagonist,active antagonist,7.90777,-102.287,inactive,,0,active antagonist,8.21714,-90.3147,inactive,,0,InterBioScreen,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
2489,144206042.0,406563.0,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Active,69.0,,,active antagonist,active antagonist,0.958048,-102.428,active agonist,14.0622,596.615,active antagonist,0.678246,-65.2115,active antagonist,2.28175,-25.4239,InterBioScreen,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
2493,144206046.0,157917.0,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,Active,53.0,,,active antagonist,active antagonist,6.52711,-82.8048,inactive,,0,active antagonist,6.28136,-93.2341,inactive,,0,InterBioScreen,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
2494,144206047.0,150762.0,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC.Cl.Cl,Active,52.0,,,active antagonist,active antagonist,12.1511,-95.2213,inactive,,0,active antagonist,11.4713,-90.558,inactive,,0,InterBioScreen,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl
2496,144206049.0,164877.0,CN=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C=C1,Active,95.0,,,active antagonist,active antagonist,0.0652711,-121.481,active antagonist,10.7495,-88.5304,active antagonist,0.0678246,-119.241,inconclusive antagonist,13.3332,-51.9139,Labotest,CN=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)C=C1
2497,144206050.0,6099.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],Active,57.0,,,active antagonist,active antagonist,3.67046,-86.8192,inactive,,0,active antagonist,3.39928,-74.3121,active antagonist,18.8336,-61.7347,Labotest,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-]
2510,144206063.0,6442177.0,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,Active,49.0,,,active antagonist,active antagonist,19.8634,-95.9615,inactive,,0,active antagonist,19.2581,-91.2382,inactive,,0,Sequoia,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
2521,144206074.0,54260.0,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2C[C@H](O[C@H](C2)C)C,Active,45.0,,,active antagonist,active antagonist,21.608,-62.7747,inactive,,0,active antagonist,22.8883,-69.8581,inactive,,0,Sequoia,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
2554,144206107.0,6852393.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C,Active,45.0,,,active antagonist,active antagonist,13.0233,-43.18,inactive,,0,inconclusive antagonist,,,inactive,,0,SigmaAldrich,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C=CC[C@@H]12
2561,144206114.0,54680085.0,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O,Active,55.0,,,active antagonist,active antagonist,7.90777,-97.6679,active agonist,27.0015,93.8249,active antagonist,7.90777,-77.226,active antagonist,6.68242,-26.3785,SigmaAldrich,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
2574,144206127.0,31202.0,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Active,51.0,,,active antagonist,active antagonist,6.52711,-72.0613,active antagonist,12.0611,-52.813,active antagonist,7.32353,-104.406,active antagonist,28.7255,-97.4195,SigmaAldrich,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
2578,144206131.0,60196297.0,CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O.C(CN)CO,Active,47.0,,,active antagonist,active antagonist,5.74929,-45.7397,inactive,,0,active antagonist,7.61005,-57.3048,inactive,,0,Bosche,Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1.NCCCO
2584,144206137.0,48229.0,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,Active,48.0,,,active antagonist,active antagonist,27.0015,-104.725,active agonist,30.2961,24.7934,active antagonist,29.1555,-83.332,inactive,,0,Tocris,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21
2593,144206146.0,6432394.0,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl,Active,45.0,,,active antagonist,active antagonist,14.1232,-49.6922,inactive,,0,inconclusive antagonist,11.8832,-52.4989,inconclusive antagonist,,-34.2385,Sequoia,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl
2597,144206150.0,472335.0,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5[N+](=O)[O-])N=C4C3=C2)O,Active,44.0,,,active antagonist,active antagonist,21.448,-46.5289,inactive,,0,active antagonist,24.0651,-49.9183,inconclusive agonist,2.98493,30.513,Bosche,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1
2602,144206155.0,11296583.0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,Active,61.0,,,active antagonist,active antagonist,0.604487,-67.7389,inactive,,0,active antagonist,0.323306,-41.8613,inactive,,0,Bosche,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1
2616,144206169.0,16078.0,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,Active,62.0,,,active antagonist,active antagonist,4.98946,-123.911,active agonist,21.448,27.9449,active antagonist,3.96327,-91.8157,inconclusive antagonist,,-23.6115,SigmaAldrich,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
2618,144206171.0,8367.0,CCC(CC1=CNC2=CC=CC=C21)N,Active,48.0,,,active antagonist,active antagonist,16.7855,-78.5319,inactive,,0,active antagonist,17.7801,-79.4727,inactive,,0,Asinex,CCC(N)Cc1c[nH]c2ccccc12
2622,144206175.0,75194.0,C1=CC=C(C(=C1)C(=C2C=C(C(=O)C(=C2)I)I)C3=CC(=C(C(=C3)I)[O-])I)C(=O)[O-].[Na+].[Na+],Active,51.0,,,active antagonist,active antagonist,10.7495,-81.5294,active agonist,22.2871,94.2086,active antagonist,7.04781,-80.3295,inactive,,0,Labotest,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+]
2624,144206177.0,135659063.0,CN\1CC(=O)N/C1=N/C(=O)NC2=CC(=CC=C2)Cl,Active,44.0,,,active antagonist,active antagonist,25.1151,-58.8914,inactive,,0,inconclusive antagonist,23.7101,-53.7023,inactive,,0,SIGMA,CN1CC(=O)N/C1=N/C(=O)Nc1cccc(Cl)c1
2625,144206178.0,443946.0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC,Active,61.0,,,active antagonist,active antagonist,0.732353,-70.7557,inactive,,0,active antagonist,0.559827,-67.1919,inconclusive agonist,,,Pharmeks,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C
2633,144206186.0,126565.0,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,Active,55.0,,,active antagonist,active antagonist,4.80161,-83.6692,active agonist,24.0651,243.956,active antagonist,4.56682,-55.5556,inactive,,0,Toronto Research,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
2645,144206198.0,456389.0,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,Active,54.0,,,active antagonist,active antagonist,11.17,-108.221,inconclusive agonist,,34.4221,active antagonist,12.0611,-109.27,inactive,,0,ATI,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
2646,144206199.0,8550.0,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Active,60.0,,,active antagonist,active antagonist,4.62084,-110.503,active agonist,19.1156,31.284,active antagonist,4.62084,-110.542,inactive,,0,ATI,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
2647,144206200.0,9568628.0,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C/C(=N/O)/CC[C@H]34,Active,54.0,,,active antagonist,active antagonist,13.5328,-122.138,inactive,,0,active antagonist,13.0233,-105.746,inactive,,0,Toronto Research,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
2648,144206201.0,23716429.0,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)[O-])O.[K+],Active,45.0,,,active antagonist,active antagonist,23.7101,-64.611,inactive,,0,active antagonist,21.1317,-65.2223,inconclusive antagonist,13.3332,-29.1387,NCI,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-].[K+]
2651,144206204.0,14759.0,CCCCCC1=C(C=C(C=C1)C)O,Active,54.0,,,active antagonist,active antagonist,11.17,-108.986,inactive,,0,active antagonist,11.17,-97.8101,inconclusive antagonist,,-28.728,SigmaAldrich,CCCCCc1ccc(C)cc1O
2666,144206219.0,82146.0,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,Active,53.0,,,active antagonist,active antagonist,13.5328,-111.147,active agonist,8.41267,43.4869,active antagonist,10.5909,-83.4955,inactive,,0,CiVentiChem,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
2675,144206228.0,656612.0,CC1([C@@H]([C@H]1C(=O)OCC2=C(C(=CC(=C2F)F)F)F)C=C(Cl)Cl)C,Active,47.0,,,active antagonist,active antagonist,25.0066,-88.7915,active agonist,19.8634,39.6103,inconclusive antagonist,29.8493,-64.6372,inactive,,0,SigmaAldrich,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F
2691,144206244.0,71386.0,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)C)C)C(=O)CCl,Active,45.0,,,active antagonist,active antagonist,22.2871,-65.8288,inactive,,0,inconclusive antagonist,23.7101,-73.5333,inactive,,0,SigmaAldrich,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C
2704,144206257.0,17671.0,CCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C.[Cl-],Active,49.0,,,active antagonist,active antagonist,16.3953,-86.0606,active antagonist,25.9849,-39.6211,active antagonist,16.3953,-97.7851,inactive,,0,NCI,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-]
2720,144206273.0,10578.0,CCN1C2=CC=CC=C2SC1=CC=CC=CC3=[N+](C4=CC=CC=C4S3)CC.[I-],Active,76.0,,,active antagonist,active antagonist,0.0958048,-85.4341,active antagonist,24.0651,-64.823,active antagonist,0.0761005,-70.2258,inactive,,0,NCI,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-]
2721,144206274.0,155032.0,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O.Cl,Active,46.0,,,active antagonist,active antagonist,17.0368,-63.6496,inactive,,0,active antagonist,17.0368,-67.4845,inactive,,0,NCI,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1.Cl
2725,144206278.0,108143.0,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,Active,50.0,,,active antagonist,active antagonist,25.6811,-128.001,active agonist,24.0651,68.5323,active antagonist,28.8147,-78.3876,inactive,,0,NCI,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
2732,144206285.0,21517.0,CCCCCCCCCCCC[N+]1=CC2=CC=CC=C2C=C1.CC1=CC=C(C=C1)S(=O)(=O)[O-],Active,56.0,,,active antagonist,active antagonist,3.53227,-82.7017,active antagonist,23.7101,-62.7773,active antagonist,4.27944,-97.6087,inactive,,0,NCI,CCCCCCCCCCCC[n+]1ccc2ccccc2c1.Cc1ccc(S(=O)(=O)[O-])cc1
2749,144206302.0,20906.0,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC(=C2)Br)Br)O)C(F)(F)F,Active,73.0,,,active antagonist,active antagonist,0.381406,-97.611,active agonist,24.0651,626.679,active antagonist,0.280578,-71.0018,inconclusive antagonist,2.37101,-20.4227,NCI,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O
2751,144206304.0,5284610.0,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H](C(C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,Active,44.0,,,active antagonist,active antagonist,27.8159,-59.32,inactive,,0,inconclusive antagonist,31.21,-52.1283,active agonist,1.18832,30.8364,NCI,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
2754,144206307.0,5280757.0,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)/C[C@H]2C[C@@H](OC(=O)C[C@@H](C[C@@H]3C[C@@H](C([C@@](O3)(C[C@@H]4C/C(=C/C(=O)OC)/C[C@@H](O4)/C=C/C([C@@]1(O2)O)(C)C)O)(C)C)OC(=O)C)O)[C@@H](C)O,Active,100.0,,,active antagonist,active antagonist,0.00958048,-104.599,inactive,,0,active antagonist,0.00732353,-82.567,inactive,,0,NCI,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C/C(C)(C)[C@]1(O)O2)O4)O3
2776,144206329.0,92140.0,CCCC(=O)OC[C@H]([C@H]([C@H](CN1C2=C(C=C(C(=C2)C)C)N=C3C1=NC(=O)NC3=O)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,Active,56.0,,,active antagonist,active antagonist,7.32353,-103.954,active agonist,17.0368,383.226,active antagonist,19.8634,-39.8873,inactive,,0,ACC,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC
2791,144206344.0,13118.0,C1=C(OC(=C1)[N+](=O)[O-])C=CC(=NN=C(N)N)C=CC2=CC=C(O2)[N+](=O)[O-],Active,59.0,,,active antagonist,active antagonist,3.2713,-93.6197,active antagonist,25.9849,-33.197,active antagonist,3.67046,-92.998,active antagonist,21.1317,-91.6104,Timtec,NC(N)=NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1
2809,144206362.0,1013376.0,CC(=O)NC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,64.0,,,active antagonist,active antagonist,3.2713,-114.617,inconclusive agonist,,27.2431,active antagonist,2.50066,-89.7145,inactive,,0,0,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1
2872,144206425.0,5761.0,CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Active,46.0,,,active antagonist,active antagonist,17.2421,-62.2044,inactive,,0,active antagonist,14.2317,-51.8631,inactive,,0,RTI,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
2930,144206483.0,62581.0,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-],Active,47.0,,,active antagonist,active antagonist,24.6377,-90.6914,inactive,,0,active antagonist,21.9584,-97.4656,inactive,,0,ACC,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-]
2962,144206515.0,54682461.0,CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,Active,47.0,,,active antagonist,active antagonist,26.6032,-93.0767,inactive,,0,active antagonist,25.1151,-86.8091,inactive,,0,ACC,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
2963,144206516.0,4659569.0,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Active,49.0,,,active antagonist,active antagonist,27.644,-117.98,inactive,,0,active antagonist,28.7255,-118.484,inactive,,0,ACC,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
2987,144206540.0,5281104.0,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,Active,50.0,,,active antagonist,active antagonist,8.91116,-69.4948,inactive,,0,active antagonist,10.1922,-66.1925,inactive,,0,APAC,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
3001,144206554.0,2225.0,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,46.0,,,active antagonist,active antagonist,12.8312,-56.3035,inactive,,0,active antagonist,13.3332,-59.8423,inactive,,0,APAC,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
3008,144206561.0,443868.0,CC1=C([C@@H](C(=C(N1)C)C(=O)O[C@H]2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,Active,43.0,,,active antagonist,active antagonist,34.8017,-59.807,inactive,,0,active antagonist,33.4915,-67.3319,inactive,,0,APAC,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1.Cl
3011,144206564.0,154256.0,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,Active,49.0,,,active antagonist,active antagonist,11.0053,-72.887,inactive,,0,active antagonist,11.4358,-73.4452,inactive,,0,APAC,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
3025,144206578.0,229295.0,CCCCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,Active,52.0,,,active antagonist,active antagonist,9.80846,-87.1119,inconclusive agonist,,24.0832,active antagonist,8.7418,-67.5329,inactive,,0,APAC,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
3028,144206581.0,71470.0,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC(=O)CC,Active,48.0,,,active antagonist,active antagonist,27.644,-108.065,inactive,,0,active antagonist,26.6032,-111.71,inactive,,0,APAC,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
3039,144206592.0,10288.0,CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O,Active,49.0,,,active antagonist,active antagonist,22.8175,-104.545,inconclusive agonist,,30.5,active antagonist,23.7101,-97.8504,inactive,,0,Apin,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1
