PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
2735,144206288,5388983,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,Active,51,,,active antagonist,active antagonist,0.887266,-40.5712,inactive,,0,active antagonist,0.628136,-39.8461,inactive,,0,NCI
2736,144206289,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,Inconclusive,5,,,inconclusive,active antagonist,0.628136,-96.0713,active agonist,1.98634,216.623,inconclusive agonist,26.6032,83.8654,inactive,,0,Toronto Research
2737,144206290,77993,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
2738,144206291,60196304,C[C@H]1CCC[C@@]2([C@@H](O2)CC(OC(=O)C[C@@H](C(C(=O)[C@@H](C1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,11.219,-42.1309,inactive,,0,inconclusive antagonist,0.0999848,-25.8618,inactive,,0,Toronto Research
2739,144206292,60196305,C1C[C@H]([C@@H](NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
2740,144206293,16051969,CC(=O)O.C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
2741,144206294,3561,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,5.81729,-110.817,active agonist,12.533,194.392,active antagonist,6.28136,-71.7509,active antagonist,10.5909,-47.5921,NCI
2742,144206295,60196306,CCCCC[C@H](C1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](CC(C(C(/C(=C/C=C/C=C/C=C/C=C/[C@H](C(OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2743,144206296,13916,C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C2=CNC=C2Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,4.62084,-101.544,inactive,,0,active antagonist,4.80161,-99.5102,active antagonist,10.5909,-38.5297,NCI
2744,144206297,3000579,C1=CC(=CC=C1N)S(=O)(=O)NC(=S)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2745,144206298,22549,CC(CCC=C(C)C)NC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2746,144206299,2569,CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active agonist,5.30804,41.3399,NCI
2747,144206300,283654,CC1C2C(=O)C3(CCC2(C3CC1=O)C)C(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2748,144206301,12164,C1=CC(=CC=C1O)[Hg]Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.1511,-87.7955,active agonist,24.0651,28.094,active antagonist,12.1511,-77.8599,active antagonist,21.1317,-125.82,NCI
2749,144206302,20906,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC(=C2)Br)Br)O)C(F)(F)F,Active,73,,,active antagonist,active antagonist,0.381406,-97.611,active agonist,24.0651,626.679,active antagonist,0.280578,-71.0018,inconclusive antagonist,2.37101,-20.4227,NCI
2750,144206303,5284616,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,Active,49,,,active antagonist,active antagonist,20.3992,-101.719,inactive,,0,active antagonist,20.3992,-89.3502,inactive,,0,NCI
2751,144206304,5284610,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H](C(C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,Active,44,,,active antagonist,active antagonist,27.8159,-59.32,inactive,,0,inconclusive antagonist,31.21,-52.1283,active agonist,1.18832,30.8364,NCI
2752,144206305,4099,CCC1(C(=O)NC(=O)N(C1=O)C)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2753,144206306,410467,C1=CC=C(C=C1)NCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2754,144206307,5280757,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)/C[C@H]2C[C@@H](OC(=O)C[C@@H](C[C@@H]3C[C@@H](C([C@@](O3)(C[C@@H]4C/C(=C/C(=O)OC)/C[C@@H](O4)/C=C/C([C@@]1(O2)O)(C)C)O)(C)C)OC(=O)C)O)[C@@H](C)O,Active,100,,,active antagonist,active antagonist,0.00958048,-104.599,inactive,,0,active antagonist,0.00732353,-82.567,inactive,,0,NCI
2755,144206308,24244,C[N+]1(CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C.[I-].[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2756,144206309,72120,C(C(=O)O)O.[NH2-].[NH2-].[Pt+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2757,144206310,9296,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2758,144206311,66826,C1=CC(=CC=C1[N+](=O)[O-])[As](=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2759,144206312,66829,C1CN(CCN1)C(=S)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2760,144206313,68952,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=C(C(=O)CC[C@H]35)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2761,144206314,6999,C1=CC=C(C(=C1)O)[Hg]Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.1511,-104.746,active agonist,27.0015,38.8165,active antagonist,13.6337,-95.5985,active antagonist,13.3332,-102.127,NCI
2762,144206315,108150,CC1=CC2=C([C@@H]3[C@@H]4[C@H]5C6=C(C(=C7C(=C6[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,8.41267,93.1107,inactive,,0,inconclusive agonist,,,active agonist,0.181246,35.379,NCI
2763,144206316,65781,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)S(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2764,144206317,8365,CCOC(=O)C1=CC=CC=C1O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2765,144206318,791,CCC(C)C(C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2766,144206319,142752,CCCCCCCCCC(=O)NO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2767,144206320,23662354,C(CS(=O)(=O)[O-])S.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2768,144206321,23691029,C1=CN=CC=C1C(=O)NNCS(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2769,144206322,60196307,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F)CN(C)C.C(=CC(=O)O)C(=O)O,Inconclusive,20,,,active agonist,active agonist,13.0233,114.065,inactive,,0,active agonist,12.5873,86.2882,inactive,,0,NCI
2770,144206323,60196308,CC1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NCI
2771,144206324,65628,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2772,144206325,14708,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=NON=C5C4)C,Inconclusive,5,,,inconclusive agonist (cytotoxic),inconclusive agonist,5.55001,48.8857,inactive,,0,active agonist,8.60229,106.323,inconclusive antagonist,14.9601,-42.575,ACC
2773,144206326,5432,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCO)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2774,144206327,2449,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2775,144206328,54158,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2776,144206329,92140,CCCC(=O)OC[C@H]([C@H]([C@H](CN1C2=C(C=C(C(=C2)C)C)N=C3C1=NC(=O)NC3=O)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,Active,56,,,active antagonist,active antagonist,7.32353,-103.954,active agonist,17.0368,383.226,active antagonist,19.8634,-39.8873,inactive,,0,ACC
2777,144206330,6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2778,144206331,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2779,144206332,68791,C1C2N1C(=O)N=C2N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2780,144206333,3045402,C1=CC=C(C(=C1)C(=O)[O-])[O-].C1=CC=C(C(=C1)C(=O)[O-])[O-].O.O.O.O.[Mg+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ACC
2781,144206334,148124,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,1.58465,-33.6448,inactive,,0,inactive,,0,inactive,,0,FLUKA
2782,144206335,135449328,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
2783,144206336,16212480,CCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2784,144206337,90473,C[S+](CC[C@@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,9.43918,75.7581,SIGMA
2785,144206338,92151,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
2786,144206339,60196309,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)OC(C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.CC(=O)O.[Co],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2787,144206340,5284610,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H](C(C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,Active,47,,,active antagonist,active antagonist,13.3332,-59.2707,inconclusive agonist,,23.8558,inconclusive antagonist,2.98493,-36.0453,active agonist,1.33332,32.7767,SIGMA
2788,144206341,443130,COC(CNC(=O)C1=CC=CC=C1OCC(=O)O)C[Hg].O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2789,144206342,638072,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2790,144206343,65094,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2791,144206344,13118,C1=C(OC(=C1)[N+](=O)[O-])C=CC(=NN=C(N)N)C=CC2=CC=C(O2)[N+](=O)[O-],Active,59,,,active antagonist,active antagonist,3.2713,-93.6197,active antagonist,25.9849,-33.197,active antagonist,3.67046,-92.998,active antagonist,21.1317,-91.6104,Timtec
2792,144206345,9954082,CCN(CC)CCO[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,CalBioChem
2793,144206346,23672302,CC(C)(C)C1=CC2=C(C=C1)C(=C(C=C2)C(C)(C)C)S(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,active agonist,25.0066,26.2366,inactive,,0,inactive,,0,Bosche
2794,144206347,3032325,CC/C(=C(/CC)\C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Bosche
2795,144206348,657237,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2796,144206349,15684,C1=CC(=C(C=C1Cl)Cl)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2797,144206350,644280,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)OC2=CC(=C(C(=C2)I)O)I,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2798,144206351,11954008,CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-].OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2799,144206352,2273,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,Inconclusive,5,,,inconclusive,active antagonist,9.58048,-38.6519,inconclusive agonist,25.6811,30.3543,inactive,,0,inactive,,0,APAC
2800,144206353,5282485,CCOCCN1C(=NC2=CC=CC=C12)N3CCN(CCC3)C.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2801,144206354,5485193,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2802,144206355,3045381,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2803,144206356,443873,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(C2=O)CC(=O)O)C3=CC=CS3.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2804,144206357,23663403,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)[O-])C.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2805,144206358,5310993,CC1=CN=C(C=[N+]1[O-])C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2806,144206359,16129710,CCCCC/C=C\CCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@H](C7=C(C(=CC(=C7)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)[C@@H](C(=O)N[C@H](CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O,Inconclusive,5,,,inconclusive,active antagonist,11.3588,-56.0502,inconclusive agonist,25.6016,105.604,inactive,,0,inactive,,0,APAC
2807,144206360,24871329,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].O.O.O.O.O.O.O.[Sr+2].[Sr+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2808,144206361,151194,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,27.0015,-80.9813,inconclusive agonist,27.2028,30.6659,active antagonist,28.0578,-62.9099,active antagonist,19.5704,-99.0891,NCGCChem
2809,144206362,1013376,CC(=O)NC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,64,,,active antagonist,active antagonist,3.2713,-114.617,inconclusive agonist,,27.2431,active antagonist,2.50066,-89.7145,inactive,,0,0
2810,144206363,71961,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)[C@@H](CC(=O)NC)N)C(=O)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2811,144206364,6540478,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,14.6124,-105.019,inactive,,0,active antagonist,15.184,-109.242,inconclusive antagonist,10.5909,-32.0602,APAC
2812,144206365,5282180,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)OC2=C(C3=C(C(=C2C)C)O[C@](CC3)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)/C)/C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2813,144206366,25804,C[N+](C)(C)CCCC(=O)OC.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2814,144206367,168884,C[N+]1(CCCCC1)CC2COC(O2)(C3CCCCC3)C4=CC=CC=C4.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,APAC
2815,144206368,10328936,CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCC(=O)N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Tocris
2816,144206369,11956149,C[C@@H](C(=O)C1=CC=CC=C1)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2817,144206370,156395,C[C@H](C(=O)C1=CC=CC=C1)N.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2818,144206371,3058503,C[C@@H]1[C@@H](OC(=N1)N)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2819,144206372,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2820,144206373,8366,CCC(CC1=CNC2=CC=CC=C21)N.CC(=O)O,Inconclusive,5,,,inconclusive,active agonist,46.8629,50.3325,inactive,,0,inactive,,0,inactive,,0,RTI
2821,144206374,46781343,CCCSC1=C(C=C(C(=C1)OC)CCN)OC.Cl,Inconclusive,20,,,active agonist,active agonist,47.7757,109.194,inactive,,0,active agonist,45.977,103.535,inactive,,0,RTI
2822,144206375,71580,COC1=CC(=CC(=C1OC)OC)CCN.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2823,144206376,60196310,CC(C)CC1=CC(=C(C(=C1)OC)OC)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2824,144206377,60196311,COC1=C2C3=C(C[C@@H]4[C@H]5[C@]3(CCN4)[C@@H](O2)[C@H](C=C5)O)C=C1.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2825,144206378,6432394,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl,Active,44,,,active antagonist,active antagonist,26.6057,-59.602,inactive,,0,active antagonist,29.8521,-48.1947,active antagonist,8.41346,-23.8685,RTI
2826,144206379,60196312,C[C@H]1[C@@H]2CC3=C([C@]1(CCN2C)C)C=C(C=C3)O.C[C@H]1[C@@H]2CC3=C([C@]1(CCN2C)C)C=C(C=C3)O.C(=C/C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2827,144206380,3041255,CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O.Cl,Inconclusive,5,,,inconclusive,inconclusive agonist,35.0501,55.1462,inactive,,0,inactive,,0,inactive,,0,RTI
2828,144206381,206311,CC[C@H](C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O.Cl,Inconclusive,20,,,active agonist,active agonist,23.234,36.4909,inactive,,0,inconclusive agonist,17.423,30.014,inactive,,0,RTI
2829,144206382,92942,C[C@H](CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2830,144206383,13493,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,Inconclusive,5,,,inconclusive,active agonist,17.3759,52.9241,active antagonist,34.6694,-31.1073,inactive,,0,inactive,,0,RTI
2831,144206384,60196314,CC[C@@H](C(CC(C)NC)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C.Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.9699,-76.7375,inactive,,0,active antagonist,43.6445,-78.9221,inactive,,0,RTI
2832,144206385,3030770,CCC(=O)OC1(CCN(CC1)C)C2=CC=CC=C2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2833,144206386,60977,CC(=O)OC1(CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2834,144206387,3048355,C[C@@H]1[C@@H]2CC3=C([C@]1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O.Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RTI
2835,144206388,13501022,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O.Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,54.0397,-62.3305,inactive,,0,RTI
